Dataset,Id,Context,Comment,Target,abuse
AbuseEval,80093,,"@USER 바이든은 자신의 정치 경력에서 앞서 나가기 위해 표절에 성공했습니다. 그는 사회의 드렉스(Dregs of Society)의 포스터 보이입니다."" 투표는 11월에 종료됩니다.""",0,NOTABU
AbuseEval,69448,,@USER 그가 곡예사가 아닌 한. 😂😂😂,0,NOTABU
AbuseEval,70317,,@USER @USER John Kerry는 늪쥐입니다 그 이상도 그 이하도 아닙니다 우리 모두가 알고 있는 CNN은 광대 뉴스 네트워크입니다,1,EXP
AbuseEval,81438,,@USER 모든 샌드위치에 와인과 어울리는 치즈가 있었으면 좋겠어요 🐷#MAGA,0,NOTABU
AbuseEval,32735,,@USER 공화당 상원은 이미 그가 누구인지 알고 있기 때문에 해당 문서를 공개하지 않습니다,0,NOTABU
AbuseEval,70141,,@USER @USER @USER 오늘 아침에 한 살짜리 아이를 포함하여 지금까지 사망한 사람들은 모두 당신의 작은 마음 속에 있는 모든 가짜 뉴스일 뿐입니다. 거기에 내려가서 직접 찾아보시면 될 것 같아요. MAGA 친구들과 얼마나 즐겁게 지내고 있는지 이야기하십시오.,0,NOTABU
AbuseEval,61708,,@USER 맙소사!!! 감사합니다 너무 친절하세요!! 😍😭💕💕💕💕,0,NOTABU
AbuseEval,65639,,"#TripleTalaq은 자유주의자들, 소위 페미니스트들에게 버놀의 순간이다.. 그들이 여성과 관련된 실제 문제에 대해 한 번도 서지 않은 것이 부끄럽다..",0,NOTABU
AbuseEval,20038,,@USER @USER @USER @USER 누구에게나 삶의 이야기가 있습니다. 그것이 공격적이라는 변명의 여지가 없습니다. 책임이 있다면 KW를 쇼에 초대한 것은 프로듀서입니다. 그녀는 분명히 몸이 좋지 않고 그런 일이 일어날 수 있는 위치에 놓여서는 안 됩니다. 그녀의 경영진도 그것을 허용해서는 안됩니다!,0,NOTABU
AbuseEval,79558,,@USER 무대에 엎드려 자던 여자부터...,0,NOTABU
AbuseEval,53168,,@USER 고팩고! #마우나로아 🏈😠 #CrunchToADifferentBeat #NFL #NCAA,0,NOTABU
AbuseEval,25852,,#GOP #공화당 #보수는 이제 입증된 남성 우월주의 돼지 왜 여성이 그들에게 #표를 던지는지 놀랍습니다. #Kavanaugh URL,0,NOTABU
AbuseEval,86351,,@USER 그럼 총기규제에 맞서 싸우겠지만 말 그대로 총을 꺼내 쏘는 이 녀석을 보고 웃으시는 건가요?,0,NOTABU
AbuseEval,70658,,@USER @USER KKK 후드로 아무것도 모르는 낯선 사람들을 구타하는 폭력적인 자유주의 ANTIFA 파티가 너무 훌륭하고 정직하기 때문입니다. 좋은 ole Keith Ellison 여성 구타자는 당신에게 그것을 말할 수 있습니다.,1,EXP
AbuseEval,76693,,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Antifa는 합법적인 시위가 아니라 테러 조직입니다. 트럼프는 계엄령과 셧다운을 적절하게 선포해야 합니다.,0,NOTABU
AbuseEval,91220,,@USER @USER #안티파 회원,0,NOTABU
AbuseEval,95149,,@USER om ah BITCH lol 사랑해요 도모 💖,0,NOTABU
AbuseEval,20612,,"솔직히 우리는 그가 바보라는 것을 알고 있지만 실제로 놀라운 것은 우리 나라 사람들이 얼마나 멍청하고 쉽게 설득되는지 .. 그가 이런 말을 할 것이고 모든 백인 빨갱이가 ""YEAH MAGA BABY""URL을 외치고 있습니다.",1,EXP
AbuseEval,41545,,@USER @USER @USER가 투표를 하면 그녀가 사기꾼이라는 것을 알게 되었습니다.,1,EXP
AbuseEval,11671,,@USER @USER @USER 완전히. 버릇없는 자기애 주의자로 자신을 나타 냈습니다. 그가 살아 있는 동안 그녀의 시합에 절대 가지 않을 것이라는 심판의 말은? 그녀가 생각하는 그녀는 누구일까요?? 패배에 은혜를 베풀지 않습니다. 스포츠에 대한 불명예.,1,EXP
AbuseEval,52581,,"@USER @USER 뭔데 자기 사진 못올리는 겁쟁이냐? 그러나 당신은 다른 사람의 외모를 판단할 수 있다고 느끼십니까? 예, 사람들이 정기적으로 전화를 걸고 있다고 확신합니다.",1,IMP
AbuseEval,91360,,@USER 괜찮아요! 그녀는 그렇게 시작하고 나서 일어나서 그것에 대해 Derwin의 얼굴을 똑바로 마주합니다. 두 개 모두 하루에 3-4번 산책합니다. 그녀는 고통받지 않습니다. 그녀는 단지 버릇이있다!,0,NOTABU
AbuseEval,65703,,@USER IM 매우 끔찍하고 젠장 그렇군요😭,0,NOTABU
AbuseEval,39258,,@USER Hey bitch 매일 내가 당신을 사랑한다는 알림,0,NOTABU
AbuseEval,41907,,@USER @USER 당신은 속죄할 것이 많습니다. 모든 거짓말에 대해 속죄하는 것이 좋습니다. 나는 당신이 더 나은 사람이라고 생각하곤 했습니다. 나는 악한 것 외에는 아무것도 볼 수 없습니다.,0,NOTABU
AbuseEval,33639,,@USER 맙소사 그녀가 틀렸으면 좋겠어!,0,NOTABU
AbuseEval,64122,,@USER @USER 음 질문하는 기자입니다. 상원의원은 아기처럼 행동합니다. 어른들의 행동이 과연 이런 것일까? 부끄럽다 CBS. 창피.,1,EXP
AbuseEval,76744,,@USER @USER @USER @USER @USER 어디서 플레이 불가라고 했지? 그 사람은 다른 사람이었습니다. 그러나 잠재적인 1라운드 시리즈의 스위치에서 휴스턴을 상대로? 쳇 좋지 않을거야,0,NOTABU
AbuseEval,49373,,행복한 #ConstitutionDay는 오늘 수백만 명의 자유주의자들이 헌법을 믿지 않기 때문에 촉발할 수 있습니다! #마가,0,NOTABU
AbuseEval,10221,,@USER @USER 자유당은 Ft Worth를 제외한 모든 주요 도시를 인수했습니다.,0,NOTABU
AbuseEval,55128,,@USER @USER 뭐야 씨발,0,NOTABU
AbuseEval,73586,,@USER 진보적 의제에 반대하는 투표. 그것은 상원의 GOP 통제가 필수라는 것을 의미합니다. 집이길 바랍니다. 그리고 지역 수준의 보수주의자들은 공립학교에서 진보적 의제를 유지하지 않습니다.,0,NOTABU
AbuseEval,83330,,@USER 💀yo 엉덩이는 아마 슈퍼 이지에서 플레이하고 있을 것입니다 smh go home,0,NOTABU
AbuseEval,62769,,@USER @USER @USER 그녀의 모든 남자 친구 및/또는 여자 친구가 인터뷰를 하기를 바랍니다. 월요일에 kavanaugh가 질문하기 전에 그녀가 약간 싸이코라고 말한 과거 학생들,0,NOTABU
AbuseEval,59113,,@USER @USER 이것도 밖에서 돈을 주고 있는 건가요?,0,NOTABU
AbuseEval,56523,,@USER @USER 와우 주니어.. 별로 밝지 않군요. URL,1,IMP
AbuseEval,81309,,@USER Moron - 진짜 미국인들은 우리의 성취를 자랑스럽게 생각합니다. 진실을 보여주지 않는 것에 대해 역겹습니다.,1,EXP
AbuseEval,92914,,"@USER @USER @USER @USER 학교에 총을 쏘았을 때 총기 규제 같은 것에 대해 이야기하기 위해 지금은 때가 아니야!!""라고 외치는 우익 개새끼들만큼이나 나쁜 짓입니다. 누군가가 끔찍하고 예방할 수 있는 일에 목숨을 잃었을 때 주의하십시오.""",1,EXP
AbuseEval,88261,,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ! 불쌍한 지하실!!,0,NOTABU
AbuseEval,27787,,@USER @USER 저는 요일 중 아무 때나 MAGA 경량 대신 Snowflake를 사용할 것입니다. 나에게는 기준이 있기 때문이다.,0,NOTABU
AbuseEval,96599,,@USER 정말 라이엇 스쿼드가 이 메시지를 남겼다고 생각하시나요? Fear Nikki라고 자세히 읽어보십시오. Nikki Bella Fear @USER 그녀가 당신을 찾아갑니다. 이 탈의실은 광기의 시작일 뿐입니다. URL,0,NOTABU
AbuseEval,10922,,@USER 동의하지 않습니다. 하지만 곤경에 처한 진짜 여자를 보고 싶다면 빌어먹을 제인과 결혼하기 미션을 플레이하세요. 그들은 너무 지루합니다. 그녀는 너무 바보입니다. URL,1,EXP
AbuseEval,51341,,@USER 그는 안티파 George Soros와 같은 미치광이 민주주의자 정치인들이 거기에 돈 이야기를 한다고 생각하지만 그들이 가지고 있는 미친 똥 돈 댐 돈은 나에게 금으로 지불합니다,1,EXP
AbuseEval,32594,,"트럼프 대통령의 17차 사법부 지명자 ""URL #TCOT #MAGA #RedNationRising""",0,NOTABU
AbuseEval,83535,,"@USER @USER @USER 나는 자유당이 보수당이 반과학 러다이트라고 말하는 것을 얼마나 좋아하는지 알고 있습니다. 그래서 당신의 기억이 과거를 다시 쓰는 방법에 대한 검토를 위해 여기 있습니다."" URL",0,NOTABU
AbuseEval,84976,,@USER님 안녕하세요 오늘 잘 지내셨나요? 좋은 배우 같아요,0,NOTABU
AbuseEval,91451,,@USER Monte... 이 시점에서 누가 알겠어요,0,NOTABU
AbuseEval,68367,,@USER 쉿. 나는 & 한다.,0,NOTABU
AbuseEval,64051,,@USER 분명히 그녀는 헤더와 함께있을 때 디바였으며 그녀가 해고되었을 수도 있다고 생각합니다. 그리고 그녀는 2년 전에 사람들이 트랜스젠더나 동성애혐오자라고 생각했던 것 같은 말을 했습니다.,0,NOTABU
AbuseEval,38019,,"@USER @USER @USER @USER @USER @USER @USER @USER 2/2 자유주의자들은 이민자들 사이에 많은 편견과 차별이 있다고 (맞습니다) 그런 다음 ""이주에 대한 모든 반대는 자의적인 편견일 뿐입니다""라고 결론을 내립니다. 자의적이며 편견에 의한 시민과 이주민의 구분.""",0,NOTABU
AbuseEval,36039,,@USER 그가 석공이 아닐 수도 있지만 그는 자신의 엉덩이를 놓고 경쟁하는 곳에서 그에게 신용을 제공해야합니다.,0,NOTABU
AbuseEval,94064,,@USER @USER 그리고 @USER와 @USER의 같은 정치인들이 나라를 다 팔고 있습니다.,0,NOTABU
AbuseEval,65385,,@USER 그리고 이런 일이 우리에 대한 실제 연구가 수행되지 않는 이유입니다.,0,NOTABU
AbuseEval,31723,,@USER 캘리포니아? 어떻게? 총기규제법은 이를 막아야 한다,0,NOTABU
AbuseEval,36053,,@USER 앗 안토니오가 이미 팀에 있어서 데리러 온 것 같아요 🤷🏻‍♂️,0,NOTABU
AbuseEval,72910,,@USER 파르타쿠스,0,NOTABU
AbuseEval,31527,,@USER 그는 속임수를 꽤 잘합니다. 여러 번 했어야 한다.,1,IMP
AbuseEval,70005,,@USER @USER님이 아직 밝혀지지 않은 '죄인'이라고 교황님이 말씀하셨는데요😭🙏,0,NOTABU
AbuseEval,85315,,@USER @USER 조잡하고 한심합니다.,0,NOTABU
AbuseEval,55843,,@USER 그는 이렇게 말해야 했습니다. 그의 선수들이 그를 신뢰할 수 있는 유일한 방법입니다. 그는 정말로 그것을 믿지 않는다.,0,NOTABU
AbuseEval,69697,,@USER @USER 그리고 당신이 약간의 조사를 귀찮게 한다면 그는 실제로 오랫동안 총기 규제 옹호자였습니다.,0,NOTABU
AbuseEval,61402,,@USER 💀 나도 때리도록 두들겨 팼다,0,NOTABU
AbuseEval,33120,,@USER 절대적으로 고용할 수 없는 권한을 부여합니다.,0,NOTABU
AbuseEval,55346,,@USER @USER 그는 씁쓸한 Barn Inbred입니다. URL,1,EXP
AbuseEval,94267,,"@USER @USER @USER URL SPD에도 Antifa에는 정당한 이유가 있다고 생각합니다.""""",0,NOTABU
AbuseEval,11343,,@USER What In The Butt,0,NOTABU
AbuseEval,42158,,@USER Antifa AF가 자랑스럽습니다!!!!,0,NOTABU
AbuseEval,39698,,@USER @USER 그녀이기도 하고 여신이기도 하다,0,NOTABU
AbuseEval,31385,,@USER 좌파 정책이 시행될 때 엘리트들이 지옥을 탈출하기 쉬울 것입니다. 황금으로 보호된 벽 너머로 개인 제트기를 타고 집으로 돌아가십시오.,0,NOTABU
AbuseEval,84873,,@USER @USER 씨발 귀여움 🤗,0,NOTABU
AbuseEval,98605,,@USER @USER 밈 리피터 URL입니다.,1,EXP
AbuseEval,67880,,@USER @USER @USER 또는 @USER가 일종의 총기 통제를 요청할 것인가 아니면 다시 한 번 아무것도 하지 않을 것인가? 그들은 아무것도 하지 않는 것을 정말 잘하는 것 같습니다!,1,IMP
AbuseEval,88613,,@USER가 @USER의 Mario Cart 페니스를 그 이후로 가지고 있던 수천 개 중 하나와 혼동했을 가능성이 있습니다. 15년 전의 피자 🍕의 한 조각이 어떻게 생겼는지 기억하시나요? 고대 기억 기반 비난과 같은 뎀 #KavanaughNow 확인 #MAGA,0,NOTABU
AbuseEval,16985,,@USER @USER 이 고발자가 누구인지 알아보기 위해 2초의 Google 검색이 필요합니다. 무식한 자유주의자들을 돕겠습니다. URL,1,EXP
AbuseEval,46310,,@USER 이것이 Antifa가 마침내 사망 한 방법입니까? 자살로? 멋진.,0,NOTABU
AbuseEval,68805,,@USER 걱정하지 마세요 Sidhuji Modi가 PM이 될 수 있다면 당신이 만들고 있는 것입니다. 하인드 국민당,0,NOTABU
AbuseEval,27567,,@USER @USER 네 알겠습니다! 그가 심술 궂을 때 그는 불가능하고 그는 남자 동굴의 문을 감히 노크하는 사람에게 끙끙거리고 중얼거리고 소리를 지르기 때문입니다.... 심지어 여자들에게도! 하지만 그가 잘 될 때? 아니요.. 별로에요.😊,0,NOTABU
AbuseEval,13381,,@USER @USER 자랑스러운 총기 소유자입니다. 총기 규제는 확실히 그것을 고칠 것입니다. 많은 사회가 이 문제를 해결했습니다. 우리는 이것보다 훨씬 더 잘할 수 있습니다.,0,NOTABU
AbuseEval,85997,,@USER @USER Eric은 사기꾼입니다.,1,EXP
AbuseEval,69914,,@USER 저는 여러 번 말했습니다. 자유당과 보수당은 동전의 양면이며 그 동전은 부유한 캐나다인의 뒷주머니에 있습니다.,0,NOTABU
AbuseEval,69481,,"@USER 이것이 그녀가 전직 ""외교관""인 이유입니다.""",0,NOTABU
AbuseEval,59290,,@USER @USER 물론이죠! 아마도 그녀의 평생 동안 기록을 가지고있을 것입니다.,0,NOTABU
AbuseEval,43613,,@USER @USER @USER 오! 오! 오! 알아요! 절대. #공화국을 구하라 #투표하라 #민주주의를 구하라 #2018년 투표 #MAGA 내 엉덩이 #똑똑한 반대,0,NOTABU
AbuseEval,42968,,@USER @USER @USER 안녕하세요! 트위터에 오신 것을 환영합니다! lol 당신은 Reggie가 어떻게 운명을 맞았는지에 대해 이야기하는 트윗의 전체 주를 놓쳤을 것입니다. 그리고 우리는 MAGA가 우리의 축구 운영을 운영하도록 했습니다! ㅋ ㅋ ㅋ,0,NOTABU
AbuseEval,52858,,@USER @USER 저는 아동 강간범을 은폐하고 보호한 교황과 다른 사람들을 기소해야 한다고 생각합니다!,1,EXP
AbuseEval,26656,,@USER @USER @USER @USER @USER ㅋㅋㅋㅋ 기다리는 동안 숨을 참지 마십시오. 트럼프 대통령의 약 6년이 더 걸리기 때문입니다. URL,0,NOTABU
AbuseEval,44884,,캘리포니아에서 총기난사 사건으로 6명이 사망 @USER URL @USER 그 생각과 기도가 총기 규제에 효과가 있습니다,0,NOTABU
AbuseEval,68624,,@USER 당신은 BOC의 큰 신디케이트의 주역 중 한 명입니다. 잊지 않겠습니다. 감옥에 갈거야!😡 #FakeDrugWar,1,EXP
AbuseEval,89315,,@USER의 독립 선언문 작성을 읽고 미국을 위대하게 만든 첫 번째 URL URL #MAGA #KAG @USER @USER @USER @USER @USER @USER를 읽고 중간고사를 준비하세요.,0,NOTABU
AbuseEval,12569,,@USER @USER @USER가 잠재적으로 민감한 자료로 이것을 검열하는 이유는 무엇입니까? #PanicInDC #QAnon #WWG1WGA @USER,0,NOTABU
AbuseEval,20840,,@USER 그는 멍청하고 똑똑하지도 않습니다.,1,EXP
AbuseEval,82085,,@USER Dog가 그 SOB 중 하나가 사용하는 순간 휘파람을 불었습니다. 절대 진보에게 투표하지 않을 것입니다. 온건하거나 수용 가능한 진보와 같은 것은 전혀 없습니다. 제 말은 모두 같은 의미로 일부는 증오심을 숨기려고 하지만 모두 쓰레기입니다. 그들이 당신에 대해 신경을 쓴다고 생각하는 바보,1,EXP
AbuseEval,24431,,@USER @USER Midwest Antifa의 친구라면 누구나 팔로우할 가치가 있습니다!,0,NOTABU
AbuseEval,58505,,MAGA Mike Mack의 가장 재미있는 트윗이 있습니다. 그가 화난 건 알지만 재미있다 #jonesout URL,0,NOTABU
AbuseEval,61602,,@USER @USER @USER 이런 젠장 축구 선수가 아니라 변호인에게 허위 광고 콜론을 얻습니다.,1,EXP
AbuseEval,91490,,@USER @USER @USER 보수당은 비난을 미백하지 않을 것입니다...양측 모두 듣게 될 것입니다! 사적으로 그리고 필요하다면 다시 공개적으로...그들이 37년 전 17세 소년과 15세 소녀 사이의 사건의 실제 중요성을 해명하게 하십시오.,0,NOTABU
AbuseEval,31500,,@USER @USER Hunnid Stax 젠장,0,NOTABU
AbuseEval,40534,,"@USER 그들은 Jones가 Twitter의 ToS를 위반하여 금지되었다고 인용합니다. 파란색 체크 표시가 똑같이, 더 나쁘게는 아니더라도 일종의 똥을 뿜어내고 있습니다. 플레이 하면 누구든지 금지"" 카드. 이 사람들도 금지와 정지를 받아야 하지 않겠습니까? #VerifiedHate""",1,EXP
AbuseEval,56740,,@USER @USER 수갑이 차고 족쇄가 채워져 있는 것 같아요.,0,NOTABU
AbuseEval,53376,,시작합니다!! #SuccessConnect URL,0,NOTABU
AbuseEval,34612,,@USER @USER 웃긴건 그가 루이스 팬이고 나를 차단했다는 😂 내가 루이스를 지지하고 그에게 무슨 일이 있었는지 모르겠지만 오 글쎄 그가 장난감을 던지게 놔두었기 때문입니다.,0,NOTABU
AbuseEval,97094,,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 트럼프 비트 결과에서 오바마. 바로 여기에 진정한 차이가 있습니다.,0,NOTABU
AbuseEval,68200,,@USER 재미있다고 생각했습니다. 그래도 그는 훌륭한 선수입니다.,0,NOTABU
AbuseEval,81160,,@USER 공화국은 어떻습니까?,0,NOTABU
AbuseEval,84630,,@USER @USER 으아아아아아 😥😥😥 컵케익이 쩝쩝. 그녀는 졌다😡😡😡😡 극복 😡😡😡,0,NOTABU
AbuseEval,91283,,@USER @USER @USER 폭력적인 자유주의자인 ANTIFA는 KKK 후드로 전혀 모르는 낯선 사람을 때립니다. 당신은 인간의 삶을 염려하거나 사람들을 구타합니다. 내 흑인 보수주의자 친구가 그들에게 공격을 받았다.,0,NOTABU
AbuseEval,83758,,@USER Erick의 또 다른 정말 어리석은 생각입니다. 그는 단일 문제 사상가입니다 ... Roe를 뒤집습니다. 그것을 방해하는 것은 무엇이든 조롱하고 하찮게 여겨야 합니다. 그에게는 다른 핵심 신념이 없습니다.,1,EXP
AbuseEval,86652,,@USER 그녀는 훌륭한 코미디언입니다. 당신이 대단한 곳....아무것도 아닙니다.,1,EXP
AbuseEval,60641,,@USER 영국의 #Islamophobic 파티 @USER가 #Islomophobia를 진지하게 받아들이도록 촉구합니다. @USER는 @USER @USER @USER @USER @USER와 같은 것을 조사해야 합니다.,0,NOTABU
AbuseEval,97320,,@USER 이건 미친짓이야 - 베네수엘라와 같은 길을 가고 있다는 걸 알 때야!!! 그는 그 국채를 개인 돼지 저금통으로 만들 것입니다.,0,NOTABU
AbuseEval,45637,,@USER 제 생각에 그는 소련의 누군가가 그를 대신해 주기를 바라고 있습니다. 이것은 더 추악해질 수 있습니다.,0,NOTABU
AbuseEval,94158,,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 네 알겠습니다 안티파 애호가 거리에서 만나요 😉,0,NOTABU
AbuseEval,67780,,@USER @USER 정말 멋지네요! 그녀는 110% 그녀가 받고 있는 인정과 그 이상을 받을 자격이 있습니다. 그녀가 곧 개봉할 영화에서 악역을 맡는 것을 보게 되어 매우 기쁩니다! #신 #데이즈,0,NOTABU
AbuseEval,51558,,@USER 감사합니다! 🙏❤️🇺🇸 멋진 #MAGA 데이가 되길 바라요! URL,0,NOTABU
AbuseEval,67248,,@USER @USER 네 그렇습니다,0,NOTABU
AbuseEval,20919,,@USER CBC가 자유주의자들에게 중산층의 정의를 알려줄 수 있을까요? 그들은 모르는 것 같습니다. 또한 MP는 일반 캐나다인이라는 용어를 사용합니다. 캐나다 태생인가요? 보더 크로스는 특별합니까? 답변을 원합니다. 자유주의자들은 이 점에 대해 침묵하고 있습니다. Butthead는 그들에게 말하지 않았다,0,NOTABU
AbuseEval,96596,,@USER @USER 네 그렇습니다. 하지만 그것은 TE 위치에서 Giants를 이긴 것과는 거의 관련이 없습니다.,0,NOTABU
AbuseEval,38546,,프린스 조지 카운티의 폭발물 당국이 수요일 오전 Andrews 합동 기지에서 위협을 조사했다고 주장한 후 여성의 차가 견인되었습니다. 보고에 따르면 한 여성이 폭발물을 가지고 있었고 떠나기를 거부했다고 말했습니다. URL #MAGA @USER URL,0,NOTABU
AbuseEval,58734,,@USER 트럼프 대통령은 약속을 지키고 있지만 이것이 그가 미움받는 진짜 이유입니다. URL,0,NOTABU
AbuseEval,83932,,"@USER @USER 총기규제라고 생각하는 사람은 삶에 대한 현실 점검이 필요합니다.""",0,NOTABU
AbuseEval,40143,,"@USER @USER @USER @USER Antifa는 파시즘 반대를 의미합니다. 그건 그렇고, 내가 안티파""라는 단어를 사용한 유일한 사람들은 트위터에서 보수적인 트롤들뿐입니다. 참고로. Alt-right, 파시스트, 백인 우월주의자, 네오나치에 반대하는 그룹은 단지 ""대부분의 미국인""입니다. """,0,NOTABU
AbuseEval,69998,,* Christian Kabasele가 왓포드가 프리미어 리그 시즌을 완벽하게 시작한 비결을 밝힙니다. 왓포드의 훈련장에서 콩이 금지되어 Christian Kabasele가 아보카도와 퀴노아를 쏟았습니다. 그는 똑똑하다... URL URL,0,NOTABU
AbuseEval,47301,,@USER @USER @USER @USER 괜찮습니다 Brenda 우리도 당신이 일에 얼마나 열정적인지 알고 있습니다.우리는 당신을 사랑합니다!,0,NOTABU
AbuseEval,12113,,@USER ES는 가짜입니다. 그녀는 기꺼이 그들과 합류하여 몇 달 동안 머물렀습니다.,0,NOTABU
AbuseEval,33592,,"@USER René, 그것은 당신의 잘못이 아닙니다."" 그녀는 무엇이 아닌지를 명시하지 않습니다. 모든 것입니다. 그는 그의 아버지에게 아무것도 시키지 않았습니다. 그의 아버지는 그가 겁쟁이가 되기로 선택했습니다. 그가 물었을 때, 그녀의 손 목까지 올라와 가볍게 움켜쥐었다. 그녀는 게걸스럽게. 그녀는 한동안-""",1,EXP
AbuseEval,24567,,@USER @USER 얼마나 많은 자유주의자들이 다른 의견을 가지고 있을 때 편협하다는 말을 던지는 것이 재미있습니다. URL,0,NOTABU
AbuseEval,59318,,@USER Beto는 이에 대해 무방비 상태인 총기 규제를 옹호합니다.,0,NOTABU
AbuseEval,71334,,@USER 그런 다음 친구 Soros에게 안티파와 같은 증오 단체에 자금을 지원하지 말라고 말하세요.,0,NOTABU
AbuseEval,29728,,@USER @USER @USER 당신은 가짜 민주주의 플랫폼으로 미국인들을 겁주네요. 주로 소아성애자 반역 및 유권자 억압 등을 지원하여 부패한 GOP 윤리가 괜찮습니다. 민주당원은 실제로 모든 합리적인 총기 규제에 대한 개선된 의료 서비스를 원하고 1%만이 아닌 모든 사람을 돕기를 원합니다.,0,NOTABU
AbuseEval,67157,,@USER Kerry에게 Benghazi에 대해 물어보세요... 훨씬 더 권위 있는 주제입니다.,0,NOTABU
AbuseEval,57325,,@USER 건 컨트롤입니다!,0,NOTABU
AbuseEval,51159,,#SexualMisconduct가 #Gay 45세 #GOP #남성들에 의한 것이라 해도 - 그들은 그것을 젊고 외설적이라고 부르고 #Hypocritical #Evangelicals & MAGA *shats에서 #Mulligan을 얻을 것입니다. URL,1,EXP
AbuseEval,81718,,"9월 20일 2:18 EST, 트럼프의 긴급 문자 메시지가 올 것으로 예상됩니다. 공모가 아니라고 하면 ""누군가를 고소하겠다. #저항 #MAGA""",0,NOTABU
AbuseEval,69798,,@USER 이 사람에게 많은 관심을 기울이지 않는 것이 좋습니다. 민주당원들은 그를 공직에 출마시키려 할 수도 있다.,0,NOTABU
AbuseEval,20086,,@USER 트럼프 대통령에게 감사합니다. ✌🏻🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸#MAGA,0,NOTABU
AbuseEval,38539,,네바다주에서 관광객 19명이 톱질한 12게이지 Savage Stevens 311D로 총에 맞아 사망했습니다. NRA는 총기 규제 연구를 '비윤리적'이라고 부릅니다.,0,NOTABU
AbuseEval,79077,,@USER Hey #MAGA 새로 발견한 부는 잘 지내고 있나요? DT는 미국의 맥박을 정확히 파악하고 있습니다!,0,NOTABU
AbuseEval,84226,,@USER 맙소사 여신이시네요 💛,0,NOTABU
AbuseEval,76634,,@USER @USER 어머 이거 너무 좋아!!,0,NOTABU
AbuseEval,56098,,"@USER @USER @USER @USER 헤드라인이 있는 모든 기사: 원래 가엾은 사람이여""라는 제목의 기사는 누구의 시간도 1초도 아깝지 않습니다. 그리고 자신을 보고 있는 Fox News가 진보주의자들이 사실에 대해 자신의 편견을 따른다고 비난하고 있다는 사실은 재미있습니다. . 아니면, 그렇게 슬프지만 않다면 웃길 텐데. 더 잘해.""",0,NOTABU
AbuseEval,44276,,@USER @USER LIBERALS는 그의 존재가 5 ... 4 ... 3 ....에 회복을 해친다고 불평할 것입니다.,0,NOTABU
AbuseEval,68158,,@USER @USER 사실 그는 간장 소년입니다.,1,EXP
AbuseEval,69725,,@USER 나는 당신에게 짜증난다고 말할 수 있지만 확실합니다.,1,EXP
AbuseEval,85426,,지금 살아!!! 대디 드래곤 @USER 🐲🔥🐉 on @USER URL #TheConstitutionIsTheSolution #WWG1WGA 🔔 #MAGA 🐸🇺🇸🦅 #MEGA 🐸🇬🇧🦅 DADDY DRAGON #nonWhite URL 🇐AnonWhite URL #Fol,0,NOTABU
AbuseEval,26636,,@USER 우리 대통령은 급진화하지 않습니다! 당신의 antifa/resist 몹이 있습니다! 그건 당신이 가스라이팅 lol입니다! 사울 알린스키 많이? #위더피플 #위대한 각성,1,EXP
AbuseEval,12654,,@USER 하지만 그는 할리우드 엘리트입니다!,0,NOTABU
AbuseEval,66023,,@USER @USER @USER @USER @USER 스위스가 가지고 있는 총기 규제에 찬성하십니까? 내가 말하는 것이 맞습니까?,0,NOTABU
AbuseEval,72430,,QDrop을 기다리고 있습니다. #WWG1WGA #QAnon #QArmy #MAGA,0,NOTABU
AbuseEval,44307,,"@USER 안티파 전사 같은 건 없어."" 다 겁쟁이 새끼들. 마커스 스마트가 훨씬 강하다""",1,EXP
AbuseEval,56524,,@USER 당신은 당신이해야 할 일을합니다. 당신은 놀라운 사람입니다. 다른 사람들이 어떻게 생각하는지 누가 신경쓰겠어요.,0,NOTABU
AbuseEval,19888,,@USER 정확하지 않습니다. 진정한 보수주의자들은 트럼프를 싫어한다. 그녀를 불쾌하게 여기는 것은 자유당이나 보수당이 아닌 모든 사람들입니다.,0,NOTABU
AbuseEval,91030,,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER (들) 애교가 많고 쉬지 않고 소리를 냅니다.,0,NOTABU
AbuseEval,31548,,@USER 이제 우리에게 필요한 것은 갱 사인입니다.,0,NOTABU
AbuseEval,98608,,@USER @USER @USER와 함께 시간과 숨을 낭비하지 마십시오. 그는 공간 낭비입니다. Baer나 Shep과 같은 Fox의 소수의 괜찮은 사람들과 이야기를 나누지 않겠습니까?,0,NOTABU
